ensembl	entrez	symbol	uniprot	name
ENSG00000284013	3805	KIR2DL4	A0A0B4J1S6	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000275421	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000275421	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000275421	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000276327	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000276327	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000276327	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278120	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278120	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278120	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278304	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278304	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000278304	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273603	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273603	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273603	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273517	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273517	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000273517	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000275306	3806	KIR2DS1	K7QUS8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000275306	3806	KIR2DS1	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000275306	3806	KIR2DS1	B1N8M6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1
ENSG00000277193	3808	KIR2DS3	K7QT50	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000277193	3808	KIR2DS3	Q14952	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000278306	3808	KIR2DS3	K7QT50	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000278306	3808	KIR2DS3	Q14952	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000277657	3808	KIR2DS3	K7QT50	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000277657	3808	KIR2DS3	Q14952	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000275599	3808	KIR2DS3	K7QT50	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000275599	3808	KIR2DS3	Q14952	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000277163	3808	KIR2DS3	K7QT50	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000277163	3808	KIR2DS3	Q14952	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
ENSG00000221957	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000221957	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000221957	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000221957	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000221957	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000221957	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274406	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274533	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275353	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274921	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275938	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276885	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274324	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274947	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276465	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276634	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275351	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276209	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274714	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274957	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276254	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273526	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000275731	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277078	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276395	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000276154	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000277345	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274807	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000273931	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284307	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283727	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283779	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000283846	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284408	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	A0A0C4ZN30	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	P43632	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	Q8NHJ0	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	A0A1W2PR63	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	Q86VI6	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000284244	3809	KIR2DS4	A0A0C4ZN05	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000274243	3810	KIR2DS5	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
ENSG00000274739	3810	KIR2DS5	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
ENSG00000274563	3810	KIR2DS5	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
ENSG00000276676	3810	KIR2DS5	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
ENSG00000275047	3810	KIR2DS5	NA	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5
